title,abstract,source_url,target_url,authority,authority_url
Vlakken van bodemkundig belang,Een begrensd gebied als onderdeel van de bodemkaart (het bodemkundig model) van de Nederlandse bodem zonder een bodemkundige beschrijving maar met een zeker belang voor het bodemkundig model,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/d9cc67ba-5491-4640-86ac-b8d392250270,https://service.pdok.nl/bzk/bro-bodemkaart/wms/v1_0?request=getCapabilities&service=WMS,bzk,http://www.wur.nl
BRO Bodemkundig Booronderzoek (BHR-P) WMS,Bodemkundig booronderzoek omvat de gegevens die voortkomen uit een bodemkundig georienteerde boring. In veel gevallen bestaat het bodemkundig booronderzoek uit niet meer dan een boormonsterprofiel. In het meest uitgebreide geval omvat het booronderzoek ook de resultaten van boormonsteronderzoek en boorgatmeetgegevens. Het boormonsterprofiel komt tot stand door de samenstelling van de monsters uit een booronderzoek macroscopisch te beschrijven.,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/c1e28873-45a1-44c9-86b6-048a83c4816d,https://service.pdok.nl/bzk/brobhrpkenset/wms/v1_0?request=GetCapabilities&service=WMS,bzk,https://info@bro.nl
BHR kenset,Bodemkundig booronderzoek omvat de gegevens die voortkomen uit een bodemkundig georienteerde boring. In veel gevallen bestaat het bodemkundig booronderzoek uit niet meer dan een boormonsterprofiel. In het meest uitgebreide geval omvat het booronderzoek ook de resultaten van boormonsteronderzoek en boorgatmeetgegevens. Het boormonsterprofiel komt tot stand door de samenstelling van de monsters uit een booronderzoek macroscopisch te beschrijven.,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/c1e28873-45a1-44c9-86b6-048a83c4816d,https://service.pdok.nl/bzk/brobhrpkenset/wms/v1_0?request=GetCapabilities&service=WMS,bzk,https://info@bro.nl
BRO Booronderzoek: Geotechnische boormonsterbeschrijving en boormonsteranalyse (BHR-GT) WMS,Geotechnisch booronderzoek omvat de gegevens die voortkomen uit een geotechnisch georienteerde boring.  Het geotechnisch booronderzoek bestaat uit een boormonsterbeschrijving en kan ook de resultaten van boormonsteronderzoek en boorgatmeetgegevens omvatten.,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/a9065804-f397-43d7-a426-700bc43d0320,https://service.pdok.nl/bzk/bro-geotechnischbooronderzoek/wms/v1_0?request=GetCapabilities&service=WMS,bzk,https://info@bro.nl
Geotechnisch booronderzoek kenset,Geotechnisch booronderzoek omvat de gegevens die voortkomen uit een geotechnisch georienteerde boring.  Het geotechnisch booronderzoek bestaat uit een boormonsterbeschrijving en kan ook de resultaten van boormonsteronderzoek en boorgatmeetgegevens omvatten.,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/a9065804-f397-43d7-a426-700bc43d0320,https://service.pdok.nl/bzk/bro-geotechnischbooronderzoek/wms/v1_0?request=GetCapabilities&service=WMS,bzk,https://info@bro.nl
BRO Geomorfologische kaart (GMM) WMS,Basisregistratie Ondergrond (BRO) Geomorfologischekaart,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/d1cb16ca-2029-454f-b3f1-f70bceaf62c1,https://service.pdok.nl/bzk/bro-geomorfologischekaart/wms/v2_0?request=getcapabilities&service=WMS,bzk,http://www.wur.nl
Geomorfologische kaart van nederland (1:50.000),"Geomorfologie is de wetenschap die zich bezig houdt met het bestuderen van de vormen van het aardoppervlak en de processen die bij het ontstaan daarvan een rol spelen of hebben gespeeld. De Geomorfologische kaart van Nederland 1:50.000 (2019) beschrijft de in Nederland voorkomende landvormen. De eenheden op de kaart geven informatie over het type vorm, de ontstaanswijze, het reliëf en de ouderdom van de landvormen. Daarnaast wordt, indien relevant, aanvullende informatie (toevoegingen) gegeven over afwijkende geologische afzettingen in de bovengrond, bijzonderheden in het reliëf, of het voorkomen van actieve geomorfologische processen.",https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/d1cb16ca-2029-454f-b3f1-f70bceaf62c1,https://service.pdok.nl/bzk/bro-geomorfologischekaart/wms/v2_0?request=getcapabilities&service=WMS,bzk,http://www.wur.nl
Gebieden van geomorfologisch belang,Gebieden van geomorfologisch belang is een samenvoeging van de lagen dijken en wateren van geomorfologisch belang.,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/d1cb16ca-2029-454f-b3f1-f70bceaf62c1,https://service.pdok.nl/bzk/bro-geomorfologischekaart/wms/v2_0?request=getcapabilities&service=WMS,bzk,http://www.wur.nl
Collecties Geomorfologische Kaart,Collecties zijn verzamelingen kaartvlakken die bij één update van de kaart horen met achtergrondinformatie over de gebruikte methode en wanneer de actualisatie heeft plaats gevonden.,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/d1cb16ca-2029-454f-b3f1-f70bceaf62c1,https://service.pdok.nl/bzk/bro-geomorfologischekaart/wms/v2_0?request=getcapabilities&service=WMS,bzk,http://www.wur.nl
BRO Geotechnisch sondeeronderzoek (CPT) WMS,"Gegevens van geotechnisch sondeeronderzoek zoals opgeslagen in de Basis Registratie Ondergrond (BRO). Geotechnisch sondeeronderzoek (in het Engels Cone Penetration Test, afgekort tot CPT) is onderzoek dat tot doel heeft informatie over de bodemkundige of geologische opbouw van de ondergrond te verwerven, waarbij in het veld metingen aan de ondergrond worden gedaan door een kegelvormige sonde de grond in te drukken. Traditioneel is het doel met de sonde de weerstand en de wrijving die de conus op de weg naar beneden ondervind te bepalen om daaruit mechanische eigenschappen van de ondergrond af te leiden. In de loop van de tijd is de sonde zo geëvolueerd dat een breed scala aan metingen verricht kan worden.",https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/b45e064c-a013-4a12-97fe-df751da9f5e3,https://service.pdok.nl/bzk/brocptkenset/wms/v1_0?request=GetCapabilities&service=WMS,bzk,https://info@bro.nl
CPT kenset,"Gegevens van geotechnisch sondeeronderzoek zoals opgeslagen in de Basis Registratie Ondergrond (BRO). Geotechnisch sondeeronderzoek (in het Engels Cone Penetration Test, afgekort tot CPT) is onderzoek dat tot doel heeft informatie over de bodemkundige of geologische opbouw van de ondergrond te verwerven, waarbij in het veld metingen aan de ondergrond worden gedaan door een kegelvormige sonde de grond in te drukken. Traditioneel is het doel met de sonde de weerstand en de wrijving die de conus op de weg naar beneden ondervind te bepalen om daaruit mechanische eigenschappen van de ondergrond af te leiden. In de loop van de tijd is de sonde zo geëvolueerd dat een breed scala aan metingen verricht kan worden.",https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/b45e064c-a013-4a12-97fe-df751da9f5e3,https://service.pdok.nl/bzk/brocptkenset/wms/v1_0?request=GetCapabilities&service=WMS,bzk,https://info@bro.nl
BRO Grondwatermonitoringput (GMW) WMS,Grondwatermonitoringput is de putconstructie die gebruikt wordt om onder andere de kwantiteit (grondwaterstanden) en de kwaliteit (samenstelling) van het grondwater te meten.,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/937159b9-0dcd-4683-98ec-c262cf309846,https://service.pdok.nl/bzk/brogmwkenset/wms/v2_1?request=getCapabilities&service=wms,bzk,https://info@bro.nl
Gmw kenset,Grondwatermonitoringput is de putconstructie die gebruikt wordt om onder andere de kwantiteit (grondwaterstanden) en de kwaliteit (samenstelling) van het grondwater te meten.,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/937159b9-0dcd-4683-98ec-c262cf309846,https://service.pdok.nl/bzk/brogmwkenset/wms/v2_1?request=getCapabilities&service=wms,bzk,https://info@bro.nl
BRO Model Grondwaterspiegeldiepte (WDM) WMS,"Het grondwaterspiegeldieptemodel maakt deel uit van de Basisregistratieondergrond (BRO). Het bestaat uit een aantal grondwaterkarakteristieken die samen de langjarig gemiddelde fluctuatiedieptes van de grondwaterspiegel weergegeven. Deze statistieken zijn de gemiddelde kleinste grondwaterspiegeldiepte (GHG), de gemiddelde grootste grondwaterspiegeldiepte (GLG), en de daarvan afgeleide grondwatertrap (Gt). De grondwatertrap maakte tot voor kort deel uit van een ander registratieobject, te weten de Bodemkaart van Nederland schaal 1:50000. Voor onder meer ecologische toepassingen is ook de gemiddelde voorjaarsgrondwaterspiegeldiepte (GVG) aan het grondwaterspiegeldieptemodel toegevoegd.",https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/757a7c50-540d-4105-9135-73f09f700743,https://service.pdok.nl/bzk/bro-grondwaterspiegeldiepte/wms/v2_0?request=GetCapabilities&service=WMS,bzk,https://info@bro.nl
BRO Grondwaterspiegeldieptemetingen,"Om het model voor de fluctuatie van de grondwaterspiegeldiepte te genereren worden in het voorjaar en najaar veldmetingen uitgevoerd om de diepte van de grondwaterspiegel te meten. De metingen worden uitgevoerd in een tijdelijk boorgat waarin alleen de diepte wordt gemeten nadat in het gat het grondwaterniveau stabiel is. Het is een puntenbestand met de locatie, datum en de diepte in cm onder maaiveld. Het grondwaterspiegeldieptemodel maakt deel uit van de Basisregistratieondergrond (BRO). Het bestaat uit een aantal grondwaterkarakteristieken die samen de langjarig gemiddelde fluctuatiedieptes van de grondwaterspiegel weergegeven. Deze statistieken zijn de gemiddelde kleinste grondwaterspiegeldiepte (GHG), de gemiddelde grootste grondwaterspiegeldiepte (GLG), en de daarvan afgeleide grondwatertrap (Gt). De grondwatertrap maakte tot voor kort deel uit van een ander registratieobject, te weten de Bodemkaart van Nederland schaal 1:50000. Voor onder meer ecologische toepassingen is ook de gemiddelde voorjaarsgrondwaterspiegeldiepte (GVG) aan het grondwaterspiegeldieptemodel toegevoegd.",https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/757a7c50-540d-4105-9135-73f09f700743,https://service.pdok.nl/bzk/bro-grondwaterspiegeldiepte/wms/v2_0?request=GetCapabilities&service=WMS,bzk,https://info@bro.nl
BRO Grondwaterspiegeldiepte GHG,Het grondwaterspiegeldieptemodel maakt deel uit van de Basisregistratieondergrond (BRO). Het bestaat uit een aantal grondwaterkarakteristieken die samen de langjarig gemiddelde fluctuatiedieptes van de grondwaterspiegel weergegeven. Eén van die karakteristieken in het grondwaterspiegeldieptemodel is ‘Gemiddelde Hoogste Grondwaterspiegeldiepte (GHG). Deze laag bevat de waarden hiervoor in cm onder maaiveld.,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/757a7c50-540d-4105-9135-73f09f700743,https://service.pdok.nl/bzk/bro-grondwaterspiegeldiepte/wms/v2_0?request=GetCapabilities&service=WMS,bzk,https://info@bro.nl
BRO Grondwaterspiegeldiepte GLG,Het grondwaterspiegeldieptemodel maakt deel uit van de Basisregistratieondergrond (BRO). Het bestaat uit een aantal grondwaterkarakteristieken die samen de langjarig gemiddelde fluctuatiedieptes van de grondwaterspiegel weergegeven. Eén van die karakteristieken in het grondwaterspiegeldieptemodel is ‘Gemiddelde Laagste Grondwaterspiegeldiepte (GLG). Deze laag bevat de waarden hiervoor in cm onder maaiveld.,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/757a7c50-540d-4105-9135-73f09f700743,https://service.pdok.nl/bzk/bro-grondwaterspiegeldiepte/wms/v2_0?request=GetCapabilities&service=WMS,bzk,https://info@bro.nl
BRO Grondwaterspiegeldiepte GVG,Het grondwaterspiegeldieptemodel maakt deel uit van de Basisregistratieondergrond (BRO). Het bestaat uit een aantal grondwaterkarakteristieken die samen de langjarig gemiddelde fluctuatiedieptes van de grondwaterspiegel weergegeven. Eén van die karakteristieken in het grondwaterspiegeldieptemodel is ‘Gemiddelde Voorjaars Grondwaterspiegeldiepte (GVG). Voor onder meer ecologische toepassingen is ook de gemiddelde voorjaarsgrondwaterspiegeldiepte (GVG) aan het grondwaterspiegeldieptemodel toegevoegd. Deze laag bevat de waarden hiervoor in cm onder maaiveld.,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/757a7c50-540d-4105-9135-73f09f700743,https://service.pdok.nl/bzk/bro-grondwaterspiegeldiepte/wms/v2_0?request=GetCapabilities&service=WMS,bzk,https://info@bro.nl
BRO Grondwaterspiegeldiepte Grondwatertrappen Gt,"Het grondwaterspiegeldieptemodel maakt deel uit van de Basisregistratieondergrond (BRO). Het bestaat uit een aantal grondwaterkarakteristieken die samen de langjarig gemiddelde fluctuatiedieptes van de grondwaterspiegel weergegeven. Deze statistieken zijn de gemiddelde kleinste grondwaterspiegeldiepte (GHG), de gemiddelde grootste grondwaterspiegeldiepte (GLG), en de daarvan afgeleide grondwatertrap (Gt). Meer informatie en de voor deze afleiding gebruikte indeling in klassen is te vinden in tabel 1 van het ‘Scopedocument Model grondwaterspiegeldiepte 1.0’ [https://www.bro-productomgeving.nl/bpo/latest/modellen/model-grondwaterspiegeldiepte-wdm/wdm-scopedocument]. De grondwatertrap maakte eerder deel uit van een ander registratieobject, te weten de Bodemkaart van Nederland schaal 1:50000, maar voor opname in de BRO is besloten deze te scheiden.",https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/757a7c50-540d-4105-9135-73f09f700743,https://service.pdok.nl/bzk/bro-grondwaterspiegeldiepte/wms/v2_0?request=GetCapabilities&service=WMS,bzk,https://info@bro.nl
BRO Grondwaterspiegeldiepte modeldocumentatie,"Voor de realisatie van het grondwaterspiegeldieptemodel wordt een onderscheid gemaakt in hoog Nederland, waar vrij afwaterende systemen overheersen en laag Nederland, waar de grondwaterspiegeldiepte wordt bepaald door peilbeheer. Deze laag in de dataset bevat voor iedere locatie de referentie naar de documentatie waarin dit verder beschreven is.",https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/757a7c50-540d-4105-9135-73f09f700743,https://service.pdok.nl/bzk/bro-grondwaterspiegeldiepte/wms/v2_0?request=GetCapabilities&service=WMS,bzk,https://info@bro.nl
BRO Wandonderzoek - bodemkunde (SFR) WMS,Wandonderzoek onderzoekt de bodemkundige opbouw van de ondergrond door een ontgraving. Dit onderzoek wordt voornamelijk ingezet om de toepassing van de bodem te kunnen beoordelen voor landbouw of natuurbeheer.,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/fceb610a-5d35-4a0c-a74b-3117b30b1533,https://service.pdok.nl/bzk/bro-wandonderzoek/wms/v1_0?request=getcapabilities&service=WMS,BZK,https://info@bro.nl
Wandonderzoek,Wandonderzoek onderzoekt de bodemkundige opbouw van de ondergrond door een ontgraving. Dit onderzoek wordt voornamelijk ingezet om de toepassing van de bodem te kunnen beoordelen voor landbouw of natuurbeheer.,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/fceb610a-5d35-4a0c-a74b-3117b30b1533,https://service.pdok.nl/bzk/bro-wandonderzoek/wms/v1_0?request=getcapabilities&service=WMS,BZK,https://info@bro.nl
BRT TOP10NL WMS,"TOP10NL is een digitaal objectgericht kaartbestand wat ten grondslag ligt aan de topografische kaart 1:10000 en wat veelvuldig in diverse GIS- en CAD-systemen wordt gebruikt voor ondergrond, analyse-, en beheers- en planningsactiviteiten",https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/94f241c2-43a2-42c3-8e9e-71976605aa0e,https://service.pdok.nl/brt/top10nl/wms/v1_0?service=wms&request=getCapabilities,brt,https://www.kadaster.nl
TOP10NL,"TOP10NL is een digitaal objectgericht kaartbestand wat ten grondslag ligt aan de topografische kaart 1:10000 en wat veelvuldig in diverse GIS- en CAD-systemen wordt gebruikt voor ondergrond, analyse-, en beheers- en planningsactiviteiten.",https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/94f241c2-43a2-42c3-8e9e-71976605aa0e,https://service.pdok.nl/brt/top10nl/wms/v1_0?service=wms&request=getCapabilities,brt,https://www.kadaster.nl
Functioneelgebied,functioneelgebied,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/94f241c2-43a2-42c3-8e9e-71976605aa0e,https://service.pdok.nl/brt/top10nl/wms/v1_0?service=wms&request=getCapabilities,brt,https://www.kadaster.nl
Functioneelgebiedlabel,functioneelgebiedlabel,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/94f241c2-43a2-42c3-8e9e-71976605aa0e,https://service.pdok.nl/brt/top10nl/wms/v1_0?service=wms&request=getCapabilities,brt,https://www.kadaster.nl
Gebouw,gebouw,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/94f241c2-43a2-42c3-8e9e-71976605aa0e,https://service.pdok.nl/brt/top10nl/wms/v1_0?service=wms&request=getCapabilities,brt,https://www.kadaster.nl
